Probe	Symbol	Description	LocusLink	Cytoband	PubMed	Gene Ontology	Pathway	t-statistic	Ctrl 1	Ctrl 2	Ctrl 3	Ctrl 4	Exp 1	Exp 2	Exp 3	Exp 4
36156_at	AQP1	aquaporin 1 (channel-forming integral protein, 28kDa)	358	7p14	12498798, 12237771, 12027013, 12002613, 11922632, 11909995, 11884383, 8703970, 8340403, 7540589, 7521882, 7521540, 7517546, 7517253, 3049610, 1722319	GO:0005372: water transporter activity, GO:0006833: water transport, GO:0006810: transport, GO:0007588: excretion, GO:0005887: integral to plasma membrane		-2.27441043018271	4.56143910734786	4.56817805339545	4.46216859515808	4.61828105553688	4.39756041499713	4.48220902109479	4.51381226465905	4.31954100404417
34594_at	RNTRE	related to the N terminus of tre	9712	10p13	11099046, 8700527, 8700515, 7584028, 7584026	GO:0005554: molecular_function unknown, GO:0000004: biological_process unknown, GO:0008372: cellular_component unknown		-2.25930422463170	3.09278642497337	3.31716147816490	3.08968293912457	3.17762429814448	3.08986080935614	3.06695153656523	3.00159207205146	2.98687136255446
32988_at	CLCNKA	chloride channel Ka	1187	1p36	12477932, 9916798, 8812470, 8041726	GO:0005247: voltage-gated chloride channel activity, GO:0006821: chloride transport, GO:0006811: ion transport, GO:0006832: small molecule transport, GO:0007588: excretion, GO:0005887: integral to plasma membrane, GO:0005624: membrane fraction		-2.19361841887261	3.63889093264939	3.74367733371569	3.77593675378486	3.73965824750436	3.65896034825529	3.55364752782889	3.70591015320568	3.54305589982348
32230_at	EIF3S2	eukaryotic translation initiation factor 3, subunit 2 beta, 36kDa	8668	1p34.1	9599024, 8995409, 7566156	GO:0003743: translation initiation factor activity, GO:0006446: regulation of translational initiation, GO:0006412: protein biosynthesis, GO:0005852: eukaryotic translation initiation factor 3 complex		2.19101600130099	3.34705779355917	3.013309664847	3.11530803804458	3.13192296751048	3.69454151148964	3.24085558548779	3.29017385207235	3.47351090341655
34826_at	SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	6389	5p15	12612654, 10746566, 8142412, 7798181, 7550341	GO:0005489: electron transporter activity, GO:0009060: aerobic respiration, GO:0006099: tricarboxylic acid cycle, GO:0005739: mitochondrion	00020: Citrate cycle (TCA cycle)	2.12727506084483	4.98183461499666	5.43242317778537	5.275071084039	5.04174761223043	5.28190563216434	5.39157200482976	5.54146072101621	5.58525817436609
33332_at	CGI-96	CGI-96 protein	27341	22q13.2-q13.31	10810093			-2.11644621886446	7.36523698408727	7.46925353160249	7.46620806260637	7.42264943159844	7.37055634730121	7.34482287432832	7.3793713917529	7.40065344640596
33742_f_at	ATP6V1H	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H	51606	8p22-q22.3	10810093, 9620685	GO:0000260: hydrogen-translocating V-type ATPase activity, GO:0005524: ATP binding activity, GO:0015992: proton transport, GO:0006754: ATP biosynthesis, GO:0016787: hydrolase activity	00190: Oxidative phosphorylation	-2.11552409498000	2.84301576376574	2.79954249062283	2.66199151615778	3.00905207068458	2.68274169650790	2.73836609772972	2.65010436893864	2.55762834326124
33201_at	LLGL1	lethal giant larvae homolog 1 (Drosophila)	3996	17p11.2	11997338, 9177775, 8565641, 7542763	GO:0005198: structural molecule activity, GO:0005856: cytoskeleton		-2.09152437853747	3.41628895571142	3.3663800821324	3.30851224028583	3.50072530852877	3.16429957873874	3.29340965331645	2.90006136447870	3.34035245626562
39997_at	PFC	properdin P factor, complement	5199	Xp11.3-p11.23	8530058, 2570030, 2009915, 1431505, 1417780	GO:0003797: antibacterial peptide activity, GO:0003811: complement activity, GO:0005211: plasma glycoprotein, GO:0006955: immune response, GO:0005615: extracellular space, GO:0006957: complement activation, alternative pathway		2.02251229158844	2.95564529960555	3.04585098832822	2.9573616020678	3.09262914804265	3.01342631766888	3.14002483862372	3.11523396320410	3.18169319613252
256_s_at	LAMR1	laminin receptor 1 (ribosomal protein SA, 67kDa)	3921	3p21.3	12477932, 12440778, 12386810, 9582194, 8760291, 8586453, 2970671, 2970639, 2543954, 2429301, 1534510	GO:0003735: structural constituent of ribosome, GO:0005055: laminin receptor activity, GO:0006445: regulation of translation, GO:0007166: cell surface receptor linked signal transduction, GO:0007155: cell adhesion, GO:0007125: invasive growth, GO:0007048: oncogenesis, GO:0005613: laminin receptor protein, GO:0005843: cytosolic small ribosomal subunit (sensu Eukarya), GO:0005622: intracellular, GO:0005887: integral to plasma membrane	03010: Ribosome	-2.01035406021202	5.89005269251362	5.94040156976706	5.85453429742398	6.05833289981227	5.65222142765687	5.90269423661383	5.83215826923827	5.80144649159724
AFFX-HUMGAPDH/M33197_M_at	GAPD	glyceraldehyde-3-phosphate dehydrogenase	2597	12p13	12428732, 12121569, 12008025, 10944468, 9110174, 8619474, 8451199, 6096821, 6096136, 6095107, 3664468, 3170585, 3027061, 2987855, 2793178, 1924305	GO:0006096: glycolysis, GO:0005737: cytoplasm, GO:0004365: glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) activity, GO:0016491: oxidoreductase activity	00010: Glycolysis / Gluconeogenesis	-1.98764114170112	2.79523027568438	3.21087941799706	3.29057262847582	3.31644571609833	2.72535978273007	2.90885068538002	2.96800936964212	2.94913915437219
32547_at	M6PR	mannose-6-phosphate receptor (cation dependent)	4074	12p13	10799489, 9604938, 8674621, 8099077, 7640295, 2441386, 2172972, 1849818	GO:0005215: transporter activity, GO:0004888: transmembrane receptor activity, GO:0008333: endosome to lysosome transport, GO:0006898: receptor mediated endocytosis, GO:0006810: transport, GO:0005764: lysosome, GO:0005887: integral to plasma membrane		-1.98607583783018	8.80650032458018	9.84486928294725	11.4977867441094	11.5181095210947	8.5994988991694	8.42380755276626	9.28319191304222	9.62261329745884
34262_at	DIAPH2	diaphanous homolog 2 (Drosophila)	1730	Xq22	11129329, 9497258, 9360932, 9070928, 8406446	GO:0003779: actin binding activity, GO:0005102: receptor binding activity, GO:0016288: cytokinesis, GO:0007292: oogenesis, GO:0005871: kinesin complex		-1.95081550933951	2.57920387501492	2.62306794571575	2.69802013342169	2.5152269346918	2.60494877917699	2.47104150849777	2.43973174130105	2.48869176442205
32010_at	EAN57	hypothetical protein EAN57	11134	22q13.1				-1.94328220976548	2.84812369531170	2.9164351817945	3.02217382646153	3.07730192075666	2.79973954463751	2.79071304658156	2.86313329056518	2.93388392659999
1986_at	RBL2	retinoblastoma-like 2 (p130)	5934	16q12.2	12474056, 12435635, 12386819, 12006580, 11642725, 8643454, 8361765, 8253384, 8253383, 8247552	GO:0005515: protein binding activity, GO:0003677: DNA binding activity, GO:0007049: cell cycle, GO:0006355: regulation of transcription, DNA-dependent, GO:0007048: oncogenesis, GO:0005634: nucleus, GO:0045786: negative regulation of cell cycle		-1.93816830159139	4.17264878202999	3.9278558931333	3.9128925338634	3.80947810438044	3.89734271457459	3.83797414679646	3.59352958262359	3.69294936784693
34364_at	PPIE	peptidylprolyl isomerase E (cyclophilin E)	10450	1p32	9747881, 8977107	GO:0004600: cyclophilin, GO:0003723: RNA binding activity, GO:0006457: protein folding, GO:0005634: nucleus, GO:0016853: isomerase activity, GO:0030051: FK506-sensitive peptidyl-prolyl cis-trans isomerase, GO:0042027: cyclophilin-type peptidy-prolyl cis-trans isomerase activity		-1.93307049086485	2.52987969148274	2.39253537904368	2.51461322300226	2.41659377687603	2.43545199879618	2.38978278536965	2.38379463329948	2.29863864213191
36568_at	SLC17A7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	57030	19q13	11001057, 10938000, 10820226, 8632143	GO:0015321: sodium-dependent phosphate transporter activity, GO:0005215: transporter activity, GO:0006817: phosphate transport, GO:0006810: transport, GO:0016021: integral to membrane		1.92506286932967	5.29878203162707	5.17137509799459	5.04109090818669	5.35405148428657	5.55710753691377	5.49233302009912	5.2036671994196	5.41161488350764
39440_f_at								-1.80700687962668	6.3215500090026	6.08708199773837	6.30817232081744	6.35943925174133	6.28466994298058	6.02781718705516	5.8988856583437	6.12687286165376
971_s_at	TGFB2	transforming growth factor, beta 2	7042	1q41	12489185, 12060393, 12060054, 12021923, 12011061, 11991670, 11795478, 11716069, 3322813, 3226728, 3162414, 2850146			1.73633683929629	3.62577239496155	3.82744106305184	3.52912397915896	3.47129961361743	3.70001616113908	3.89106247931269	3.65576520240316	3.91939790161699
38225_at	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2	3757	7q35-q36	12593854, 12560090, 12442276, 12431979, 12427763, 12354768, 12270925, 12209010, 12151390, 12142119, 12021266, 11864985, 11854117, 11741928, 11374908, 9714291, 9693036, 9600240, 9511785, 9509262, 8587608, 8159766, 7889573, 7842012, 7736582, 7604285	GO:0005251: delayed rectifier potassium channel activity, GO:0006812: cation transport, GO:0006813: potassium ion transport, GO:0008016: regulation of heart, GO:0007605: hearing, GO:0006936: muscle contraction, GO:0008076: voltage-gated potassium channel complex, GO:0016021: integral to membrane, GO:0005624: membrane fraction, GO:0000155: two-component sensor molecule activity, GO:0000160: two-component signal transduction system (phosphorelay)		1.73319307594535	7.15061189374298	7.14856217362963	6.87309982590184	7.12622880706743	7.36005376189134	7.30738103315592	7.0237040153045	7.31643403553879
40189_at	SET	SET translocation (myeloid leukemia-associated)	6418	9q34	12444089, 12407107, 11978794, 11909973, 11741927, 8626647, 8192856, 7753797, 1630450	GO:0004864: protein phosphatase inhibitor activity, GO:0003687: DNA replication factor, GO:0006334: nucleosome assembly, GO:0006260: DNA replication, GO:0007048: oncogenesis, GO:0005634: nucleus		-1.73011706244373	2.97969150422287	2.86536049706972	2.71295291254334	2.79948475641580	2.68562506782043	2.85241445044587	2.64881153293450	2.66187547982285
32733_at	MRPS14	mitochondrial ribosomal protein S14	63931	1q23-1q25	11543634, 11279123, 10938081	GO:0003735: structural constituent of ribosome, GO:0006412: protein biosynthesis, GO:0005761: mitochondrial ribosome, GO:0005840: ribosome, GO:0005622: intracellular, GO:0005739: mitochondrion		-1.72986872809089	3.02264982556996	3.23430837545196	3.28417189690150	3.4308409541923	3.02433199659744	2.96068181917395	3.19163664511088	3.11398622088729
35447_s_at	ASMT	acetylserotonin O-methyltransferase	438	Xp22.3	8397829, 7989373	GO:0005184: neuropeptide hormone activity, GO:0006412: protein biosynthesis, GO:0007622: rhythmic behavior, GO:0016740: transferase activity, GO:0017096: acetylserotonin O-methyltransferase activity, GO:0030187: melatonin biosynthesis	00380: Tryptophan metabolism	1.70471695512700	3.85202120032259	3.49983675728038	3.75307487066748	4.22865024329759	4.00246948223188	4.18001523670933	3.97301068572208	4.55596972668742
38375_at	ESD	esterase D/formylglutathione hydrolase	2098	13q14.1-q14.2	3462698	GO:0004759: serine esterase activity, GO:0000004: biological_process unknown, GO:0016023: cytoplasmic vesicle, GO:0016787: hydrolase activity		1.70376572217492	5.67322839759145	5.71863346835666	5.50637325412726	6.16429584798012	5.99533333379621	5.96403906896001	6.00672487377118	6.06462911973518
40771_at	MSN	moesin	4478	Xq11.2-q12	9330869, 9013673, 8188263, 7628534, 1924289	GO:0005200: structural constituent of cytoskeleton, GO:0006928: cell motility, GO:0005856: cytoskeleton, GO:0005886: plasma membrane		1.67229196444149	3.86798996987979	3.77844058876416	3.82191599724472	3.75872644742573	3.87876881273798	3.78260167575639	3.95756795715154	3.90127281041906
37628_at	MAOB	monoamine oxidase B	4129	Xp11.4-p11.3	12428723, 12098640, 11956220, 11861643, 11761322, 11753429, 8602220, 8515265, 7063850, 3387449, 2023912	GO:0004041: amine oxidase (flavin-containing) activity, GO:0005489: electron transporter activity, GO:0006118: electron transport, GO:0005740: mitochondrial membrane, GO:0016021: integral to membrane, GO:0016491: oxidoreductase activity	00260: Glycine, serine and threonine metabolism	1.64473347490463	2.94364650513447	2.75284893795222	2.99938389961662	2.80034166884116	3.01801204157426	2.88340328445927	2.99442644597597	3.05284163085921
34840_at								1.62995761732859	2.59761355317353	2.54111762750921	2.5769540738573	2.66021014134561	2.66937520761598	2.5869826002033	2.67007784819944	2.85931802544356
1435_f_at	IFNA21	interferon, alpha 21	3452	9p22	6163083, 1385305	GO:0005126: hematopoietin/interferon-class (D200-domain) cytokine receptor ligand activity, GO:0006952: defense response, GO:0005576: extracellular		1.62828912139132	5.52953063008365	5.50152022109683	5.47459124539117	5.48866338193949	5.46433813044652	5.78185554928727	5.67643978041428	5.53888306772756
38149_at	KIAA0053	KIAA0053 gene product	9938	2p13.3	7584044			1.61482519705418	6.04284144371311	6.15823903393656	6.0557183870765	6.3152309722984	6.14214667419435	6.24787110092248	6.32972613645267	6.37847099864019
39350_at	GPC3	glypican 3	2719	Xq26.1	12478660, 12085187, 11893651, 9931407, 9339360, 9133586, 9021160, 8589713, 7909248, 7657705	GO:0015017: glypican, GO:0008151: cell growth and/or maintenance, GO:0007345: embryogenesis and morphogenesis, GO:0005888: proteoglycan integral to plasma membrane, GO:0005578: extracellular matrix		-1.60772628632193	3.50344643761699	3.40567329741525	3.47049061466663	3.3109396225558	3.35605557870343	3.39879158756949	3.3096226863264	3.32556547635614
41018_at	DKFZP564O243	DKFZP564O243 protein	25864	3p21.1				1.60360312391905	5.65761526074714	5.79874253497538	5.76087722055817	5.85313275316525	5.83947633378818	5.88219745189461	5.85485646168156	6.39459879728413
34815_at	EP400	E1A binding protein p400	57634	12q24.33	11509179, 11347906, 10819331, 9225980			1.57923565032513	4.58800423542752	4.62602024571612	4.31753586285291	4.60878956609123	4.46530186752086	4.67810602508398	4.86712653924039	4.96635820122692
36387_at								1.56926262478384	3.93090172429441	3.94895239104421	3.71833128418655	3.94587678670889	4.01910114864127	3.8607983643901	4.05472310288798	4.38565682140833
37734_at	DIP2	disco-interacting protein 2 (Drosophila) homolog	23181	21q22.3	12137943, 12036298, 8786132, 8724849			-1.55964558940899	5.33399691828077	5.33618940720379	5.38077135349064	5.4077618173383	5.3257828776678	5.3140819653989	5.37313400742877	5.28783488039046
36962_at	COPA	coatomer protein complex, subunit alpha	1314	1q23-q25	9533652, 9365789, 9186507, 9115636, 8647451	GO:0005179: hormone activity, GO:0008565: protein transporter activity, GO:0005480: vesicle transport, GO:0006888: ER to Golgi transport, GO:0006886: intracellular protein transport, GO:0016020: membrane, GO:0005803: secretory vesicle, GO:0005794: Golgi apparatus, GO:0005783: endoplasmic reticulum		-1.50946295291408	6.6687678058708	6.43893056440688	6.36193002253705	6.69290015116471	6.42258924450055	6.44092753838238	6.33271618196286	6.44319450359775
38318_at	FAM8A1	family with sequence similarity 8, member A1	51439	6p22-p23	11707071			-1.50545598610064	2.92865734122798	2.95622485850569	2.93258015122479	3.01097291434642	2.87908691128809	2.9909817718253	2.87766179883276	2.69683574040003
39496_s_at	FLJ14627	hypothetical protein FLJ14627	84900	12q24.22-q24.23				-1.47329208486896	5.81100418711059	5.40971686069268	5.59928716793719	5.9293298243907	5.92033698461987	5.24908726411083	5.24159227286655	4.95257868512498
35728_at	URKL1	uridine kinase-like 1	54963	20q13.33		GO:0004849: uridine kinase activity, GO:0005524: ATP binding activity, GO:0005975: carbohydrate metabolism, GO:0006224: uridine kinase reaction, GO:0009058: biosynthesis, GO:0016740: transferase activity, GO:0008974: phosphoribulokinase activity		-1.45428131622865	6.55807045623603	6.70354228463677	6.75373381916618	6.77628708890678	6.52085715582938	6.57610381936233	6.75038411849488	6.51620962310153
610_at	ADRB2	adrenergic, beta-2-, receptor, surface	154	5q31-q32	12682000, 12439523, 12409304, 12391272, 12244098, 12215468, 12167654, 12142724, 12142723, 12140284, 12106601, 12083965, 12080445, 12030897, 11884023, 11821707, 11821698, 11809767, 11798846, 11718682, 11441182, 10734107, 9924018, 9507004, 9228019, 8892658, 8386307, 8383511, 7915137, 7901205, 3034889, 3033609, 3026848, 3025863, 2823249, 1371121, 154	GO:0004941: beta2-adrenergic receptor activity, GO:0004872: receptor activity, GO:0007171: transmembrane receptor protein tyrosine kinase activation (dimerization), GO:0008333: endosome to lysosome transport, GO:0000187: activation of MAPK, GO:0006898: receptor mediated endocytosis, GO:0007243: protein kinase cascade, GO:0007190: adenylate cyclase activation, GO:0007188: G-protein signaling, coupled to cAMP nucleotide second messenger, GO:0007186: G-protein coupled receptor protein signaling pathway, GO:0005768: endosome, GO:0005764: lysosome, GO:0005887: integral to plasma membrane, GO:0001584: rhodopsin-like receptor activity		1.44974173227054	3.2146965328656	3.41781927547005	3.31104128962159	3.13133264078188	3.21902794916385	3.46561323175690	3.49944260981655	3.40049160020847
33759_at	BPGM	2,3-bisphosphoglycerate mutase	669	7q31-q34	3023066, 2844822, 2824335, 2542247	GO:0004082: bisphosphoglycerate mutase activity, GO:0006096: glycolysis, GO:0007585: respiratory gaseous exchange, GO:0005975: carbohydrate metabolism, GO:0016787: hydrolase activity, GO:0016853: isomerase activity, GO:0004083: bisphosphoglycerate phosphatase activity	00010: Glycolysis / Gluconeogenesis	-1.4341995052481	7.08029231957525	7.31810287557825	7.17802316538142	7.094653542637	7.11048513869273	7.09224455385245	7.09877700059295	7.04646427974939
